id,name,topic,country,country_name,url,description,provider,formats,size,records,license,license_url,access,commercial_use,cite,path
world-integrated-trade-solution,World Integrated Trade Solution,trade-and-customs,in,India,https://wits.worldbank.org/,"Combined trade, tariff and non-tariff measure data for India and 200 other economies, drawing on Comtrade, TRAINS and WTO sources.","World Bank, UNCTAD and WTO",CSV; REST API; XLSX,~100 GB,Trade and tariff data from 1988,World Bank terms of use; CC BY 4.0 for most content,https://wits.worldbank.org/,registration,check,"World Integrated Trade Solution (WITS), World Bank",topics/trade-and-customs/in/dataset-05.json
census-usa-trade-online-and-api,Census USA Trade Online and API,trade-and-customs,us,United States,https://www.census.gov/foreign-trade/data/index.html,"Official US merchandise import and export statistics by commodity, country, district and port at monthly frequency.",US Census Bureau,CSV; REST API; XLSX,~50 GB,Monthly detail by HS10 commodity since 1992,US Government public domain,https://www.census.gov/about/policies/open-gov.html,open,yes,"US Census Bureau, Foreign Trade Statistics",topics/trade-and-customs/us/dataset-01.json
usitc-dataweb,USITC DataWeb,trade-and-customs,us,United States,https://dataweb.usitc.gov/,"Query interface over US trade and tariff data with import, export, tariff rate and trade balance detail, plus the Harmonized Tariff Schedule.",US International Trade Commission,CSV; XLSX; REST API,Multi-GB,Trade data from 1989 onward,US Government public domain,https://www.usitc.gov/,registration,yes,"US International Trade Commission, DataWeb",topics/trade-and-customs/us/dataset-02.json
cbp-trade-statistics,CBP Trade Statistics,trade-and-customs,us,United States,https://www.cbp.gov/newsroom/stats,"Border and port operational statistics covering cargo volumes, entries processed, seizures and traveller crossings.",US Customs and Border Protection,CSV; XLSX; Dashboard,~1 GB,Monthly series by port of entry,US Government public domain,https://www.cbp.gov/,open,yes,"US Customs and Border Protection, Newsroom Statistics",topics/trade-and-customs/us/dataset-03.json
bts-border-crossing-entry-data,BTS Border Crossing Entry Data,trade-and-customs,us,United States,https://www.bts.gov/browse-statistical-products-and-data/border-crossing-data/border-crossingentry-data,"Monthly counts of vehicles, containers, passengers and pedestrians entering the US at Canadian and Mexican border ports.",Bureau of Transportation Statistics,CSV; REST API,~200 MB,Monthly series by port since 1996,US Government public domain,https://www.bts.gov/,open,yes,"Bureau of Transportation Statistics, Border Crossing/Entry Data",topics/trade-and-customs/us/dataset-04.json
un-comtrade,UN Comtrade,trade-and-customs,us,United States,https://comtradeplus.un.org/,"The global reference database of bilateral merchandise and services trade flows reported by nearly every country, harmonised to HS and SITC classifications.",United Nations Statistics Division,CSV; REST API; JSON,~1 TB,5 billion+ trade records since 1962,"UN Comtrade terms; free tier with limits, premium for bulk",https://comtradeplus.un.org/,registration,check,United Nations Comtrade Database,topics/trade-and-customs/us/dataset-05.json
dft-vehicle-licensing-statistics,DfT Vehicle Licensing Statistics,vehicles-and-car-sales,gb,United Kingdom,https://www.gov.uk/government/statistical-data-sets/all-vehicles-veh01,"Quarterly counts of licensed and registered vehicles in Great Britain broken down by body type, fuel, make, model, keepership and local authority.",Department for Transport and DVLA,ODS; CSV,~2 GB,Quarterly series from 1994,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Department for Transport, Vehicle Licensing Statistics",topics/vehicles-and-car-sales/gb/dataset-01.json
dvla-developer-portal,DVLA Developer Portal,vehicles-and-car-sales,gb,United Kingdom,https://developer-portal.driver-vehicle-licensing.api.gov.uk/,"Official APIs for vehicle enquiry and MOT history, returning make, model, fuel type, tax and MOT status from a registration number.",Driver and Vehicle Licensing Agency,REST API; JSON,API,40 million+ licensed vehicles,Open Government Licence v3.0 with API terms,https://developer-portal.driver-vehicle-licensing.api.gov.uk/,registration,yes,DVLA Developer Portal,topics/vehicles-and-car-sales/gb/dataset-02.json
vca-car-fuel-and-emissions-data,VCA Car Fuel and Emissions Data,vehicles-and-car-sales,gb,United Kingdom,https://carfueldata.vehicle-certification-agency.gov.uk/,"Official type-approval fuel consumption and CO2, NOx and particulate emissions figures for every new car model sold in the UK.",Vehicle Certification Agency,CSV; XLSX,~100 MB,Model-level data from 2000,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Vehicle Certification Agency, Car Fuel Data",topics/vehicles-and-car-sales/gb/dataset-03.json
electric-vehicle-charging-device-statistics,Electric Vehicle Charging Device Statistics,vehicles-and-car-sales,gb,United Kingdom,https://www.gov.uk/government/collections/electric-vehicle-charging-infrastructure-statistics,"Quarterly counts of public electric vehicle charging devices by local authority, speed rating and devices per head of population.",Department for Transport,ODS; CSV,~50 MB,Quarterly series by local authority since 2019,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Department for Transport, Electric Vehicle Charging Device Statistics",topics/vehicles-and-car-sales/gb/dataset-04.json
smmt-vehicle-data,SMMT Vehicle Data,vehicles-and-car-sales,gb,United Kingdom,https://www.smmt.co.uk/vehicle-data/,"Industry-body registration and production figures for UK cars, vans, trucks and buses, broken down by manufacturer, model and fuel type.",Society of Motor Manufacturers and Traders,XLSX; PDF; Web,Small tabular files,Monthly and annual series by segment,Free for reference; redistribution requires permission,https://www.smmt.co.uk/,open,no,"Society of Motor Manufacturers and Traders, Vehicle Data",topics/vehicles-and-car-sales/gb/dataset-05.json
vahan-dashboard,Vahan Dashboard,vehicles-and-car-sales,in,India,https://vahan.parivahan.gov.in/vahan4dashboard/,"Live national vehicle registration counts sliceable by state, RTO, maker, fuel type and vehicle class, sourced from the registration system itself.",Ministry of Road Transport and Highways,Web dashboard; XLSX,Varies by query,350 million+ registered vehicles,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Vahan Dashboard, Ministry of Road Transport and Highways",topics/vehicles-and-car-sales/in/dataset-01.json
data-gov-in-transport-sector,data.gov.in Transport Sector,vehicles-and-car-sales,in,India,https://www.data.gov.in/sector/transport,"Open government catalogue of transport datasets covering registered vehicles by category, permits, driving licences and state transport undertakings.",National Informatics Centre,CSV; XLSX; JSON; REST API,Varies by resource,"3,000+ transport resources",Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,Open Government Data Platform India,topics/vehicles-and-car-sales/in/dataset-02.json
morth-road-transport-year-book,MoRTH Road Transport Year Book,vehicles-and-car-sales,in,India,https://morth.nic.in/road-transport-year-books,"Annual national compendium of registered motor vehicles by state and category, along with fleet composition and transport revenue.",Ministry of Road Transport and Highways,PDF; XLSX,~50 MB per edition,Annual editions with state-level tables,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,MoRTH Road Transport Year Book,topics/vehicles-and-car-sales/in/dataset-03.json
siam-industry-statistics,SIAM Industry Statistics,vehicles-and-car-sales,in,India,https://www.siam.in/statistics.aspx,"Industry-body figures for domestic sales, production and exports of passenger vehicles, two-wheelers, three-wheelers and commercial vehicles.",Society of Indian Automobile Manufacturers,XLSX; PDF,Small tabular files,Monthly and annual series by segment,Free for reference; redistribution requires permission,https://www.siam.in/,open,no,"Society of Indian Automobile Manufacturers, Industry Statistics",topics/vehicles-and-car-sales/in/dataset-04.json
parivahan-analytics-and-reports,Parivahan Analytics and Reports,vehicles-and-car-sales,in,India,https://parivahan.gov.in/parivahan/,"National transport portal exposing registration, permit, fitness and driving licence statistics from the Vahan and Sarathi systems.",Ministry of Road Transport and Highways,Web dashboard; PDF; XLSX,Varies by report,"National coverage across 1,300+ RTOs",Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Parivahan Sewa, Ministry of Road Transport and Highways",topics/vehicles-and-car-sales/in/dataset-05.json
nhtsa-vpic-api,NHTSA vPIC API,vehicles-and-car-sales,us,United States,https://vpic.nhtsa.dot.gov/api/,"Decodes any North American VIN into make, model, year, body class, engine and plant, and lists every manufacturer and equipment type on record.",National Highway Traffic Safety Administration,REST API; JSON; XML; CSV,API; full DB export ~1 GB,"27,000+ makes and models",US Government public domain,https://www.nhtsa.gov/nhtsa-datasets-and-apis,open,yes,NHTSA Product Information Catalog and Vehicle Listing (vPIC),topics/vehicles-and-car-sales/us/dataset-01.json
nhtsa-datasets-and-apis,NHTSA Datasets and APIs,vehicles-and-car-sales,us,United States,https://www.nhtsa.gov/nhtsa-datasets-and-apis,"Central index of federal vehicle safety data covering recalls, complaints, crash test ratings, investigations and child seat inspections.",National Highway Traffic Safety Administration,REST API; CSV; JSON,Varies by feed,Millions of complaints and recall records,US Government public domain,https://www.nhtsa.gov/nhtsa-datasets-and-apis,open,yes,NHTSA Datasets and APIs,topics/vehicles-and-car-sales/us/dataset-02.json
epa-fuel-economy-data,EPA Fuel Economy Data,vehicles-and-car-sales,us,United States,https://www.fueleconomy.gov/feg/download.shtml,"Official city, highway and combined MPG ratings plus emissions and cost estimates for every vehicle sold in the US since 1984.",US EPA and Department of Energy,CSV; XML; REST API,~20 MB,"48,000+ vehicle configurations since 1984",US Government public domain,https://www.fueleconomy.gov/feg/download.shtml,open,yes,"fueleconomy.gov, US DOE and EPA",topics/vehicles-and-car-sales/us/dataset-03.json
fhwa-highway-statistics-series,FHWA Highway Statistics Series,vehicles-and-car-sales,us,United States,https://www.fhwa.dot.gov/policyinformation/statistics.cfm,"Annual state-level tables of registered vehicles, licensed drivers, fuel consumption, road mileage and highway finance going back decades.",Federal Highway Administration,XLSX; CSV; PDF,~500 MB for the full archive,Annual series by state from 1945,US Government public domain,https://www.fhwa.dot.gov/policyinformation/statistics.cfm,open,yes,FHWA Highway Statistics Series,topics/vehicles-and-car-sales/us/dataset-04.json
bts-national-transportation-statistics,BTS National Transportation Statistics,vehicles-and-car-sales,us,United States,https://www.bts.gov/topics/national-transportation-statistics,"Cross-modal reference tables including new and used vehicle sales, fleet size, average vehicle age, and cost of owning and operating a car.",Bureau of Transportation Statistics,XLSX; CSV,~200 MB,260+ statistical tables,US Government public domain,https://www.bts.gov/,open,yes,"Bureau of Transportation Statistics, National Transportation Statistics",topics/vehicles-and-car-sales/us/dataset-05.json
environment-agency-water-quality-archive,Environment Agency Water Quality Archive,water-and-sanitation,gb,United Kingdom,https://environment.data.gov.uk/,"Every water quality sample taken by the Environment Agency in England, with determinand, concentration, sampling point and purpose, served from the environment data hub.",Environment Agency,CSV; REST API; RDF,~20 GB,60 million+ measurements,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Environment Agency, Water Quality Archive",topics/water-and-sanitation/gb/dataset-01.json
